0,355243
0,365680
0,349470
0,360660
0,350689
0,350394
0,353677
0,352629
0,390731
0,350647
0,351376
0,349407
0,400035
0,388716
0,383654
0,377499
0,391168
0,405864
0,388251
0,408678
0,393968
0,389604
0,424491
0,443612
0,389200
0,390642
0,404327
0,411448
0,415747
0,352528
0,351487
0,357846
0,348855
0,386554
0,394167
0,374092
0,403621
0,401002
0,414678
0,374761
0,393614
0,396017
0,384070
0,404497
0,389969
0,404148
0,401784
0,431055
0,393745
0,349398
0,357473
0,353452
0,352250
0,374019
0,391426
0,382547
0,389332
0,389822
0,390910
0,411556
0,390752
0,388219
0,390560
0,399069
0,403633
0,418815
0,389092
0,353045
0,356734
0,352933
0,359376
0,353347
0,353729
0,352333
0,365571
0,359900
0,353006
0,349832
0,374934
0,390130
0,378691
0,375086
0,403582
0,397488
0,413530
0,390836
0,410485
0,408497
0,390152
0,413614
0,435213
0,431801
0,406690
0,423148
0,351853
0,354746
0,356996
0,365534
0,397724
0,378270
