0,000138
0,000120
0,000140
0,000122
0,000115
0,000120
0,000131
0,000138
0,000137
0,000123
0,000131
0,000134
0,000121
0,000120
0,000123
0,000123
0,000130
0,000122
0,000121
0,000119
0,000122
0,000130
0,000136
0,000136
0,000122
0,000130
0,000128
0,000141
0,000123
0,000129
0,000136
0,000123
0,000129
0,000136
0,000154
0,000124
0,000142
0,000127
0,000149
0,000129
0,000130
0,000134
0,000132
0,000175
0,000119
0,000130
0,000123
0,000141
0,000133
0,000126
0,000121
0,000126
0,000120
0,000131
0,000131
0,000130
0,000143
0,000129
0,000131
0,000117
0,000131
0,000130
0,000128
0,000129
0,000123
0,000125
0,000149
0,000130
0,000123
0,000181
0,000129
0,000132
0,000157
0,000130
0,000145
0,000124
0,000121
0,000138
0,000121
0,000121
0,000148
0,000120
0,000137
0,000132
0,000138
0,000157
0,000122
0,000125
0,000133
0,000129
0,000136
0,000131
0,000121
0,000129
0,000120
0,000126
0,000124
0,000129
0,000177
0,000123
